feature1,feature2,competing_rmst,competing_interaction_score,string_evidence,biogrid_evidence
FEZ2,ARL4C,288.32425,159.92284,0,0
ITGAE,USP6NL,319.67589,159.9221,0,0
EPRS,SLC5A6,361.81043,159.91682,1,0
GMNN,DLGAP5,246.55143,159.90547,1,0
TPD52L2,PDHX,291.80286,159.84281,0,0
ARL4C,GFPT1,259.96309,159.7898,0,0
PHKB,TBC1D31,361.4688,159.78588,0,0
KIF20A,TMED10,348.18125,159.78444,0,0
PAFAH1B1,CEP55,331.26316,159.77646,0,0
TNFAIP1,TUBB6,302.50462,159.77332,0,0
MCOLN1,CDC45,264.2647,159.76617,0,0
ERLIN1,ARL4C,277.03974,159.76378,0,0
POLE2,TEX10,278.05257,159.76088,0,0
GNAS,RPF1,286.1285,159.72967,0,0
ZER1,BLCAP,295.9532,159.71681,0,0
TSTA3,GRB10,350.32894,159.70657,0,0
IKBKAP,CCNF,331.09726,159.68265,1,1
DLGAP5,TLK2,260.48987,159.68233,0,0
MELK,PHF2,256.27148,159.64588,0,0
TIMELESS,CHCHD7,250.47303,159.64264,0,0
GOLT1B,PANK2,254.57308,159.64228,0,0
TEX10,MLLT11,282.11554,159.63371,0,0
ATF5,HSD17B11,367.67194,159.62622,0,0
PSMD5,KIF14,295.50556,159.62085,0,0
YBX3,BTBD3,327.1189,159.60926,0,0
YBX3,HS2ST1,298.47892,159.60605,0,0
KDM5A,ATF5,360.16645,159.57747,0,0
KIF2C,SMARCC1,311.33703,159.55479,0,0
DNTTIP2,MELK,260.94336,159.53992,0,0
TMED10,CRELD2,313.90399,159.53984,0,0
YBX3,PDHX,291.44526,159.48521,0,0
TEX10,RNPS1,277.7749,159.48321,0,0
CDC45,RPIA,258.55151,159.43973,0,0
EIF5,ATF5,374.06544,159.37664,1,0
NUP133,TPD52L2,371.19348,159.33507,0,0
MSH6,KIF2C,311.11457,159.33233,1,0
TPD52L2,GNPDA1,285.67111,159.30972,0,0
HS2ST1,BUB1B,298.1802,159.30733,0,0
PMAIP1,PJA1,309.3597,159.26564,0,0
CCNF,GPATCH8,330.66069,159.24608,0,0
YBX3,MBNL2,310.65311,159.23192,1,0
RAP1A,MLLT11,306.99083,159.22226,0,0
SCCPDH,IFRD2,261.88797,159.22221,0,0
MARK4,FPGS,241.60883,159.21284,0,0
EAPP,SLC2A6,368.14119,159.20795,0,0
CPSF4,PHF2,255.81571,159.19011,0,0
GOLT1B,PCMT1,275.03541,159.16389,0,0
DNTTIP2,ITGAE,318.91074,159.15695,0,0
DLGAP5,ENOPH1,259.75697,159.11378,0,0
RPA2,CNPY3,284.76697,159.10522,0,0
PMAIP1,LSM6,309.17989,159.08583,0,0
TSPAN3,PYCR1,374.1276,159.0363,0,0
CCNF,CEP57,351.37451,159.03265,0,0
STX1A,APBB2,321.02161,158.98479,1,0
ITGAE,RPA2,318.73174,158.97795,1,0
IDE,MBOAT7,299.59902,158.96183,0,0
RPA2,MBOAT7,299.59462,158.95743,0,1
RNMT,BUB1B,316.69792,158.95008,0,0
AKR7A2,TRIB3,351.23862,158.91024,0,0
LASP1,TPD52L2,262.7301,158.90815,1,0
ITGAE,INPP1,335.14371,158.90558,0,0
RAB3GAP1,CCNB2,339.41733,158.90166,0,0
KCTD5,FEZ2,287.30286,158.90145,0,0
TPD52L2,CEBPZ,426.65461,158.89129,0,0
TSTA3,PHF2,320.88016,158.88647,0,0
USP14,MLLT11,281.3246,158.84277,0,0
TES,HACD1,283.32169,158.83987,0,0
MTHFD2,ME2,313.24182,158.83396,1,0
CEP55,UBQLN2,312.87192,158.80263,1,1
JADE2,KIF2C,330.74597,158.77889,0,0
H2AFV,CENPE,294.34818,158.71984,0,0
ELAVL1,SNRPF,282.94873,158.71895,1,1
TEX10,TWF2,276.97789,158.6862,0,0
YBX3,RPF1,286.91715,158.64694,0,0
CIRBP,ZNF692,359.97419,158.64303,0,0
DNTTIP2,CDK1,269.29178,158.61813,0,0
CEP55,SEC24C,309.96385,158.58936,0,0
INTS3,PHF2,270.97262,158.57772,0,0
YBX3,LRRC40,339.63952,158.5741,0,0
MAP3K4,TUBB6,283.79915,158.56221,0,0
EIF5,MYBL2,380.46863,158.56092,0,0
DNTTIP2,GNAS,284.94624,158.54741,0,0
TJP1,TUBB6,316.94101,158.53713,0,0
DHX8,ENTPD6,261.17481,158.50196,0,0
CDC45,RAB31,257.59293,158.48115,0,0
BACE2,HN1L,234.70859,158.46242,0,0
FDFT1,TRIB3,355.08138,158.45254,1,0
CCNF,ZNF274,329.86101,158.4464,0,0
ZW10,ATF5,359.02113,158.43215,0,0
CASK,TBC1D31,227.4242,158.42554,0,0
YBX3,RTCA,286.69522,158.42501,0,0
SYPL1,RRP12,352.99828,158.41082,0,0
TES,CENPE,264.84441,158.39171,0,0
HDAC4,CTTN,217.91551,158.35991,1,0
RNMT,ATF5,358.84196,158.25298,0,0
BID,GRN,274.50102,158.23936,0,0
RTCA,TUBB6,268.68324,158.21737,0,0
YBX3,XPO7,326.01162,158.21218,0,0
SLC2A6,UVRAG,347.52924,158.19934,0,0
TJP1,CDK2,316.59904,158.19516,1,0
TES,PYCR1,373.28109,158.18979,0,0
STX1A,MBTPS1,320.21634,158.17952,0,0
IL4R,MBTPS1,318.40374,158.14834,0,0
ZNF318,C2CD2L,251.5342,158.14173,0,0
TMEM109,NUP62,304.37112,158.10631,0,0
SYPL1,MTHFD2,352.68903,158.10157,0,0
DLGAP5,NOLC1,222.7165,158.09844,1,0
CD44,RAB31,248.16688,158.07582,1,0
CNPY3,TLK2,258.87786,158.07032,0,0
MFSD10,HERC6,311.46047,158.05211,0,0
HTATSF1,YKT6,301.49726,158.03082,0,0
TSTA3,BAG3,320.01142,158.01773,1,1
C2CD5,CENPE,268.51307,158.00708,0,0
CEP55,MRPS16,309.36966,157.99517,0,0
INTS3,ZER1,294.21246,157.97607,0,0
DCTD,TUBB6,268.41391,157.94804,0,0
TPD52L2,TMEM109,304.19621,157.9314,0,0
ITGAE,MAP3K4,317.67838,157.92459,0,0
KDM5A,DLGAP5,287.87446,157.89886,0,0
RAB21,CCNF,351.1579,157.8855,0,0
CD44,LYN,247.97521,157.88415,1,0
IL4R,NOLC1,222.46298,157.84492,0,0
USP1,MELK,284.30845,157.84414,1,0
UBR7,CDC45,280.88571,157.81873,1,0
MFSD10,SEC14L1,360.5397,157.81417,0,0
H2AFV,MYC,293.42578,157.79744,1,1
GNB5,CCNF,341.14557,157.782,0,0
TUBB6,KIF1BP,332.04723,157.75041,0,0
TOP2A,PHF2,255.45375,157.73883,0,0
TIMP2,CD14,221.58133,157.73479,1,0
MTHFD2,KTN1,312.11778,157.70992,0,0
ADO,MLLT11,280.1902,157.70837,0,0
PRKACA,CNPY3,223.84382,157.69193,0,0
CD44,PSIP1,247.73963,157.64857,0,0
TUBB6,ABCF1,271.16319,157.64822,1,0
LAMTOR3,ATF5,445.36066,157.64375,0,0
MELK,NOLC1,250.5605,157.63966,1,0
TARS,MLLT11,280.10237,157.62054,0,0
MCOLN1,KIF2C,309.38694,157.6047,0,0
UBR7,TXLNA,280.62407,157.55709,0,0
HACD3,MBOAT7,298.18729,157.5501,0,0
SEC61A2,ERCC5,339.86771,157.51807,1,0
PSMD5,STX1A,319.55444,157.51762,0,0
BAG3,TUBB6,311.14019,157.50487,0,0
SLC35A3,CCNF,350.8317,157.50267,0,0
CDC45,TP53BP2,256.60549,157.49371,0,0
YBX3,NOLC1,285.75549,157.48528,1,0
CAMSAP2,CENPE,263.90225,157.44955,0,0
PANK2,PSRC1,267.38124,157.39039,0,0
TM9SF3,TXLNA,247.27082,157.37864,0,0
BIRC5,NSDHL,330.93447,157.36532,0,0
TXLNA,RPF1,281.01524,157.36132,0,0
SRRM1,INTS3,269.74612,157.35122,0,0
BIRC5,DCK,336.63275,157.34376,1,1
CDC45,KIAA1033,256.45397,157.34219,0,0
TES,PMAIP1,307.4317,157.33764,0,0
TIMELESS,SMNDC1,259.91561,157.31998,0,0
TP53BP1,CDC45,256.41417,157.30239,1,0
PMAIP1,PSIP1,307.34757,157.25351,0,0
YBX3,ENOPH1,285.50935,157.23914,0,0
YBX3,RAD23B,299.52486,157.23529,0,0
CCNA2,ADO,248.64277,157.2302,0,0
ZNF451,CENPE,280.08732,157.2197,0,0
LSM5,FADD,219.16101,157.20966,0,0
HACD3,FAM69A,245.70307,157.18916,0,0
ALDH7A1,ATF5,368.47891,157.18118,0,0
KIF2C,TMED10,308.9532,157.17096,0,0
PTPN12,BACE2,261.46317,157.1481,0,0
ATP11B,MELK,302.50892,157.14645,0,0
CD44,PDS5A,273.91575,157.12089,0,0
YBX3,PDS5A,285.37824,157.10803,0,0
MTHFD2,MCOLN1,311.50813,157.10027,0,0
CCNF,OXSR1,332.07812,157.08711,0,0
ALAS1,TXLNA,232.56875,157.0783,0,0
USP14,BACE2,230.09859,157.06974,0,0
MYO10,TUBB6,267.52931,157.06344,0,0
TIMELESS,NOLC1,235.7645,157.04271,0,0
CHERP,TIMELESS,300.90333,157.01717,0,0
TSTA3,PSIP1,318.99749,157.0038,0,0
GRWD1,TUBB6,267.44418,156.97831,0,0
BID,SMNDC1,273.21515,156.95349,0,0
YKT6,FAM3C,272.10348,156.9398,0,0
CD44,FAM3C,272.0852,156.92152,1,0
KTN1,CNPY3,303.05403,156.89984,0,0
PMAIP1,OXSR1,331.87689,156.88588,0,0
ZBTB24,DLGAP5,225.19887,156.87913,0,0
JADE2,FCHO1,328.81307,156.84599,0,0
MTHFD2,MAP2K5,339.75298,156.82262,0,0
GPC1,CLSTN1,319.67271,156.81839,0,0
MTHFD2,RAB3GAP1,323.2977,156.80698,0,0
RAB3GAP1,CCNA2,323.28432,156.7936,0,0
TIMELESS,GMNN,243.43844,156.79248,1,0
SNX7,ATF5,377.2414,156.76637,0,0
IER3,MBTPS1,316.98037,156.72497,0,0
SCCPDH,CCNA2,259.3501,156.68434,0,0
TGDS,BACE2,283.74708,156.67086,0,0
PPP4R1,CCNF,328.08396,156.66935,0,1
TOR1A,CCNA2,267.57896,156.64361,0,0
TOP2A,LSM6,254.31903,156.60411,0,0
YTHDF1,TUBB6,267.06759,156.60172,0,0
KIF14,GFPT1,277.44371,156.59177,1,1
TXLNA,PPP3CA,285.89432,156.57865,0,0
PCMT1,MLLT11,279.01933,156.5375,0,0
BUB1B,CEP57,348.87679,156.53493,1,0
CDK2,USP1,282.99676,156.53245,1,0
PPP4R1,TUBB6,308.42899,156.52204,1,0
P4HTM,FANCA,248.27125,156.51749,0,0
PAF1,MFSD10,309.91964,156.51128,0,0
YBX3,USP1,284.76949,156.49928,0,0
ZNF629,TSTA3,318.45655,156.46286,0,0
CNPY3,PIP4K2B,275.24505,156.46208,0,0
BID,TSN,275.70612,156.4519,0,0
USP20,CCNA2,216.79809,156.44901,0,0
MBOAT7,VDAC1,297.07496,156.43777,0,0
ALAS1,DLGAP5,231.92248,156.43203,0,0
GNAS,RAB1B,282.83037,156.43154,0,0
TSTA3,THAP11,318.41668,156.42299,0,0
SMG7,MBOAT7,297.05896,156.42177,0,0
DNTTIP2,CCNF,327.83323,156.41862,0,0
JADE2,MFSD10,328.37403,156.40695,0,0
KIF20A,ZC3H4,344.76345,156.36664,0,0
BACE2,TMEM50A,274.33764,156.36034,0,0
REEP5,ATF5,362.70654,156.33926,0,0
RPF1,ARL4C,279.96188,156.30796,0,0
ATP11B,BACE2,301.67,156.30753,0,0
MBOAT7,TES,296.93569,156.2985,0,0
BID,TIMP2,272.55751,156.29585,0,0
KIF20A,PSIP1,344.6919,156.29509,1,1
MBOAT7,SMARCC1,296.92189,156.2847,0,0
MCOLN1,MLLT11,278.73703,156.2552,0,0
UBR7,MLLT11,279.32067,156.25369,0,0
TSTA3,ABCF1,318.23186,156.23817,0,0
TARBP1,PPP2R3C,260.43354,156.23749,0,0
PAFAH1B1,TUBB6,327.71014,156.22344,0,0
CCNA2,CASK,225.19891,156.20025,0,0
ZNF451,SKIV2L,279.05379,156.18617,0,0
TP53BP1,KIF2C,307.95688,156.17464,1,0
RAD51C,SLC5A6,316.06864,156.16135,0,0
TSTA3,ATG3,318.15061,156.15692,0,0
MTHFD2,H2AFV,310.54986,156.142,0,0
NVL,NIPBL,311.8444,156.12654,0,0
TPD52L2,MAP2K5,339.0481,156.11774,0,0
BAZ1B,MLLT11,302.13491,156.09509,0,0
TMEM109,CEP55,307.4545,156.08001,0,0
TPD52L2,CASC3,255.54626,156.07578,0,0
CD44,H2AFV,291.6793,156.05096,0,0
PCMT1,BACE2,271.90524,156.03372,0,0
UFM1,CEP55,309.59643,156.02363,0,0
SLC5A6,ATP1B1,362.98564,156.00927,0,0
H2AFV,DLGAP5,291.61985,155.99151,1,0
TTF1,CCNA2,267.44712,155.97902,0,0
DLGAP5,RRP1B,230.2743,155.96326,1,0
PSIP1,CHEK2,357.47225,155.95279,1,0
ITGAE,DYNLT3,315.69486,155.94107,0,0
CASC3,RRP8,255.39992,155.92944,0,0
CDC45,DDX42,259.63654,155.89996,0,0
IGHMBP2,SMAD3,263.34952,155.87026,0,0
CEP55,PSIP1,307.23029,155.8558,0,0
SYNE2,CCNF,348.95189,155.84548,0,0
TPD52L2,VPS72,244.57072,155.82975,0,0
SNRPF,ZNF768,279.18154,155.82858,0,0
RAP1A,BACE2,303.56682,155.79825,0,0
MSH6,ARL4C,255.95465,155.78136,0,0
INTS3,TBC1D9B,285.86815,155.77498,0,0
TNFAIP1,CCNF,327.18498,155.77037,0,0
RRP12,TOMM70A,283.77642,155.76398,0,0
BIRC5,RBM15B,329.30476,155.73561,0,0
MTHFD2,G3BP1,310.14302,155.73516,0,0
ZDHHC6,TCIRG1,408.61578,155.72725,0,0
RRP12,ATMIN,305.8001,155.72215,0,0
ELOVL6,MRPS16,244.40361,155.71365,0,0
MICALL1,CCNA2,256.18789,155.70137,0,0
ANKRD10,STXBP1,266.69473,155.69968,0,0
TP53BP1,DLGAP5,229.88691,155.68193,0,0
NCAPD2,MBTPS1,315.91444,155.65904,0,0
FBXL12,CCNF,327.00805,155.59344,1,1
H2AFV,FHL2,310.53633,155.59137,0,0
ITGAE,WDTC1,329.69932,155.588,0,0
MTHFD2,HMGCS1,363.85988,155.5555,0,0
RFC5,PSIP1,244.61195,155.55385,0,0
CDC45,NUP93,254.65203,155.54025,1,0
DHRS7,TRIB3,347.86571,155.53733,0,0
PSMD10,ARL4C,262.9368,155.51121,0,0
UBR7,CCNF,326.91605,155.50144,0,0
ZNF451,CEP55,306.8512,155.47671,0,0
EIF1B,PYCR1,372.01321,155.43336,0,0
TPD52L2,UGP2,244.15676,155.41579,0,0
CEP55,GOLIM4,306.78177,155.40728,0,0
KTN1,PMAIP1,305.49217,155.39811,0,0
PMAIP1,HS2ST1,305.47994,155.38588,0,0
USP14,COL4A5,221.8662,155.36886,0,0
CNPY3,TOMM70A,247.34377,155.3563,0,0
BID,MCOLN1,271.61301,155.35135,0,0
MBOAT7,PIN1,295.98113,155.34394,0,0
EIF5,CDK2,370.03151,155.34271,1,0
TMED10,DUSP14,298.50332,155.29091,0,0
IL4R,GATA2,293.28067,155.29002,1,0
DLGAP5,SUPV3L1,217.99285,155.27539,0,0
TOR1A,CCNF,326.67815,155.26354,0,0
RRP12,DHX8,283.26733,155.25489,1,0
ALAS1,MTHFD2,309.63633,155.22847,0,0
PAF1,TUBB6,291.96989,155.2214,0,0
CCNF,PIP4K2B,326.56577,155.15116,0,0
CDC45,PIH1D1,254.25819,155.14641,0,0
TSTA3,DYNLT3,317.13075,155.13706,0,0
MBOAT7,PANK2,295.76468,155.12749,0,0
JADE2,YBX3,327.08752,155.12044,0,0
TXLNA,ZNF318,248.50575,155.11328,0,0
MTF2,PHF2,251.73437,155.10877,0,0
PMAIP1,SMARCC1,305.19382,155.09976,0,0
YBX3,BLMH,283.36858,155.09837,0,0
ATP11B,CCNA2,300.45718,155.09471,0,0
JADE2,SLC5A6,327.04439,155.07731,0,0
TIMELESS,DDX42,258.81047,155.07389,0,0
CNPY3,AKT1,307.59978,155.0716,0,0
NUP88,MELK,247.97828,155.05744,0,0
KIF14,G3BP1,278.1561,155.05301,1,1
GRB10,CRELD2,345.665,155.04263,0,0
TIMELESS,SACM1L,298.81524,155.04027,0,0
IGHMBP2,PSIP1,244.08331,155.02521,1,1
CD44,INSIG1,245.06237,154.97131,0,0
YBX3,TTF1,283.22043,154.95022,0,0
TOP2A,KIAA1033,252.66129,154.94637,0,0
NOLC1,CDK1,265.6129,154.93925,1,0
UBE4A,MLLT11,334.07181,154.93312,0,0
CCNF,KIF1BP,329.22376,154.92694,0,0
MCM3,BACE2,227.9396,154.91075,0,0
PYCR1,RBM15B,369.99339,154.90209,0,0
PPIF,PEPD,291.30273,154.89392,0,0
SLC35A3,ATF5,355.45424,154.86526,0,0
CDC45,PSMD5,290.73947,154.85476,0,0
BIRC5,GM2A,341.87252,154.85025,0,0
PSRC1,MAPK13,277.44044,154.84114,0,0
H2AFV,ATF5,355.42569,154.83671,0,0
TTF1,MLLT11,277.27577,154.79394,0,0
BIRC5,CRKL,328.35954,154.79039,0,0
YBX3,OXSR1,329.77635,154.78534,0,0
TEX10,CCNA2,273.03424,154.74255,0,0
H2AFV,SLC5A6,314.61735,154.71006,0,0
DLGAP5,EGFR,227.37796,154.69783,0,0
CNPY3,MBTPS1,314.95213,154.69673,0,0
CDC45,FAM3C,269.79497,154.63129,0,0
KIF14,SEC24C,303.71747,154.62813,0,0
KIF14,MBNL1,275.46594,154.614,0,0
GNAS,NSDHL,312.61598,154.59479,0,0
BIRC5,TSN,328.15779,154.58864,0,0
GOLT1B,RAP1A,302.34992,154.58135,0,0
ATF5,RAB1B,355.16836,154.57938,0,0
MTHFD2,MAP3K4,308.98148,154.57362,0,0
DNTTIP2,TOP2A,255.91892,154.51548,0,0
MFSD10,TPM1,307.92362,154.51526,0,0
MCOLN1,TBC1D31,258.99382,154.49529,0,0
MCM3,C2CD2L,230.41587,154.48612,0,0
MSH6,DLGAP5,250.15294,154.48273,1,0
CNPY3,GOLIM4,295.95965,154.47563,0,1
DHX8,DLGAP5,246.797,154.4754,0,0
PPIF,DCTD,269.01486,154.464,0,0
ERLIN1,CEP55,305.83217,154.45768,0,0
TLK2,BACE2,255.26404,154.4565,0,0
TXLNA,HDAC2,232.65754,154.40535,0,0
MAP3K4,TWF2,279.63993,154.40299,0,0
MELK,TSN,273.64895,154.39473,0,0
STX4,CLSTN1,321.25921,154.37666,0,0
TRIB3,TRIM13,348.62214,154.33839,0,0
KIAA0922,CCNF,325.75086,154.33625,0,0
RAD23B,CCNB2,334.84261,154.32694,1,0
FAS,SLC5A6,314.21807,154.31078,0,0
YBX3,ACBD3,282.57781,154.3076,0,0
MAST2,TTF1,265.77078,154.30268,0,0
ATF5,TRIM13,354.88127,154.29229,0,0
GNAS,PHF2,280.67522,154.27639,0,0
NCAPD2,NUP88,223.16047,154.27486,1,0
CNPY3,TRIM13,348.55317,154.26942,0,0
RRP12,KIF1BP,328.55983,154.26301,0,0
DNAJB6,BACE2,227.2768,154.24795,0,0
RPA2,TUBB6,279.88525,154.2235,0,0
TRAPPC3,CDC45,253.29892,154.18714,0,1
MTHFD2,ERLIN1,308.56828,154.16042,0,0
APBB2,TUBB6,280.33986,154.14489,1,0
CD44,TSPAN3,272.40222,154.11743,1,0
MTERF3,GFPT1,224.03952,154.11576,0,0
JADE2,INTS3,326.06594,154.09886,1,0
ITGAE,CD58,313.85012,154.09633,1,0
MICALL1,DLGAP5,254.55548,154.06896,0,0
TNFAIP1,MBOAT7,296.77171,154.04041,0,0
RRP12,CASK,282.03958,154.02714,0,0
GNAS,ZER1,290.24464,154.00825,0,0
DLGAP5,PRPF4,303.39243,154.0031,0,0
CD44,ADO,245.40484,153.99227,0,0
ITGAE,TXNDC9,313.74082,153.98703,0,0
TM9SF3,ARL4C,254.1504,153.97711,0,0
CERK,MLLT11,294.84338,153.9646,0,0
MYBL2,GADD45A,375.87154,153.96383,1,0
CCNA2,CHCHD7,244.7815,153.95111,0,0
PANK2,NVL,248.87008,153.93928,0,0
PSMD10,FANCA,261.36477,153.93918,0,0
STX4,ATP5S,329.46367,153.9027,0,0
CDK2,HDAC2,249.75137,153.89307,1,0
BIRC5,XPO7,327.44526,153.87611,0,0
UBR7,GNAS,280.2697,153.87087,0,0
MBOAT7,PSIP1,294.49436,153.85717,0,0
ZNF586,CLASRP,311.20479,153.85202,0,0
FCHO1,SETDB1,298.2491,153.84615,0,0
DYNLT3,TUBB6,298.28819,153.84562,1,0
STX1A,AKT1,315.86702,153.8302,1,0
USP14,KIF14,274.67901,153.82707,0,0
TPD52L2,YTHDF1,242.49869,153.75772,0,0
CEP55,UBE3B,305.13129,153.7568,0,0
TIMM9,STX1A,315.74424,153.70742,0,0
MBTPS1,CPSF4,313.95798,153.70258,0,0
GNAS,AKT1,306.22311,153.69493,1,0
BID,TLK2,269.94768,153.68602,0,0
ALMS1,CEP55,338.77118,153.67177,0,0
KIF20A,USP1,342.04885,153.65204,1,0
TARBP1,FAIM,283.08378,153.64582,0,0
CRKL,PSRC1,263.63044,153.63959,0,0
PSRC1,PHF2,263.61883,153.62798,0,0
CD44,IDE,248.61892,153.62064,0,0
TES,C2CD2L,243.72226,153.59473,0,0
KIF2C,TSN,305.36556,153.58332,0,0
PKD1,C2CD2L,229.48877,153.55902,0,0
SLC5A6,OXSR1,328.50317,153.51216,0,0
AKAP8L,ATP5S,329.06463,153.50366,0,0
RRP12,MCOLN1,281.51287,153.50043,0,0
TOMM22,CNPY3,219.63973,153.48784,0,0
NUDCD3,CDC45,275.44857,153.48267,0,0
CDC45,TSPAN3,271.7562,153.47141,0,0
YBX3,PCMT1,281.73301,153.4628,0,0
TIMELESS,MSH6,249.11378,153.44357,1,0
PCM1,ATF5,354.02896,153.43998,0,0
CD44,CSRP1,243.49507,153.40401,0,0
EZH2,TTF1,264.83105,153.36295,0,0
NR3C1,CCNF,324.77745,153.36284,0,0
GNAS,FBXL12,279.75925,153.36042,0,0
BIRC5,TMED10,326.91823,153.34908,0,0
TM9SF3,PLP2,268.10532,153.34084,0,0
PAFAH1B3,MRPS2,254.51207,153.33734,0,0
GABPB1,PMAIP1,303.41489,153.32083,0,0
ALAS1,CD44,243.40572,153.31466,0,0
SEC24B,ATF5,393.49971,153.31223,0,0
CRKL,SLC5A6,313.21411,153.30682,0,0
NUP85,ZER1,289.51906,153.28267,0,0
TRIB3,NFE2L2,345.58498,153.2566,1,0
TXLNA,TMED10,296.46455,153.25214,0,0
MFSD10,ZNF395,307.8847,153.19354,0,0
GALE,MSRA,323.01814,153.18622,1,0
IDE,CENPE,259.63809,153.18539,0,0
SMARCC1,BACE2,273.74429,153.17213,0,0
TIMELESS,CLPX,313.53245,153.15145,0,0
TIMP2,TUBB6,263.59416,153.12829,1,0
SLC5A6,ENOPH1,313.02567,153.11838,0,0
MAD2L1BP,SLC5A6,313.01744,153.11015,0,0
MCOLN1,MFSD10,306.47696,153.0686,0,0
PANK2,KCTD5,247.99388,153.06308,0,0
ORC1,PSMD10,260.48283,153.05724,1,0
ZW10,TPD52L2,347.10348,153.04283,0,0
RPA2,BACE2,278.63753,152.97578,0,0
DNTTIP2,DUSP14,254.37439,152.97095,0,0
LAP3,CD44,243.05689,152.96583,0,0
RRP12,RNMT,310.70848,152.96064,0,0
UBE3C,CD44,306.99782,152.95804,0,0
TTF1,GDPD5,264.4103,152.9422,0,0
LASP1,CEP55,304.3158,152.94131,0,0
KIF20A,USP7,341.33219,152.93538,0,0
GNPDA1,ATF5,353.51971,152.93073,0,0
TM9SF3,MBOAT7,293.55946,152.92227,0,0
PCMT1,DLGAP5,268.78678,152.91526,0,0
MSH6,MELK,248.57362,152.90341,1,0
TCERG1,TEX10,280.90211,152.88518,1,0
APPBP2,DSE,315.78317,152.87451,0,0
PSRC1,ERCC5,317.8876,152.86702,1,0
CDK2,C2CD2,248.71203,152.85373,0,0
SSBP2,DUSP14,244.34632,152.85298,0,0
SETDB1,SKIV2L,291.59718,152.81735,0,0
CD44,TOMM70A,244.79412,152.80665,0,0
CD44,ENOPH1,253.44795,152.80476,0,0
H2AFV,CCDC86,288.42797,152.79963,0,0
HOOK2,INTS3,269.31849,152.79181,0,0
MTHFD2,PDS5A,307.19043,152.78257,0,0
BIRC5,SMG7,326.34558,152.77643,0,0
TIMELESS,RTCA,255.04118,152.77598,0,0
CCNA2,EGFR,225.39674,152.71661,1,0
GRB10,CEP55,343.33205,152.70968,0,0
LRPAP1,MELK,251.33465,152.70576,0,0
ATP11B,BIRC5,326.2572,152.68805,0,0
ITGAE,KIAA0922,312.44073,152.68694,0,0
SLC5A6,TSPAN3,312.58942,152.68213,0,0
TOP2A,TP53BP2,250.38082,152.6659,0,0
TXNDC9,TUBB6,263.12331,152.65744,1,0
MTHFD2,ECHDC1,307.05931,152.65145,0,0
PSMD10,YKT6,260.07336,152.64777,0,0
HK1,BACE2,225.67065,152.6418,0,0
TXLNA,RAP1A,300.40797,152.6394,0,0
FDX1,ATF5,375.20506,152.63536,0,0
BUB1B,HDAC2,280.99275,152.62778,1,1
JADE2,ARL4C,324.58898,152.6219,0,0
DNTTIP2,POLE2,253.98443,152.58099,1,0
NAA50,MLLT11,304.18279,152.56095,0,0
CD44,PCMT1,268.42936,152.55784,0,0
MARK4,CNPY3,234.94854,152.55255,0,0
ITGAE,ERLIN1,312.27024,152.51645,0,0
TOMM70A,MTERF3,244.50232,152.51485,0,0
HACD3,PARN,241.0106,152.49669,0,0
TOMM70A,BUB1B,280.861,152.49603,0,0
MBOAT7,ENOPH1,293.11708,152.47989,0,0
WWOX,DUSP14,310.62982,152.45535,0,0
H2AFV,PSRC1,288.08144,152.4531,0,0
MARK4,POLD4,234.84443,152.44844,0,0
RNF167,SLC5A6,313.91262,152.44435,0,0
CD44,CRKL,242.92095,152.44402,0,0
CCNF,NIPBL,323.85793,152.44332,1,0
MBNL1,ARL4C,255.30753,152.41586,0,0
ITGAE,AKT1,312.16845,152.41466,1,0
YBX3,RAB21,345.68351,152.41111,0,0
PSRC1,SCCPDH,262.39222,152.40137,0,0
CENPE,GFPT1,258.84874,152.39604,0,0
RAB3GAP1,KIF2C,318.80816,152.31744,0,0
PLP2,TSPAN3,270.59275,152.30796,0,0
ARL4C,TSN,271.55956,152.30534,0,0
HTATSF1,TIMELESS,295.73333,152.26689,0,0
CCNA2,MRPS16,240.94808,152.25812,0,0
CDK2,RTCA,254.52332,152.25812,0,0
CREG1,ATF5,357.76099,152.25594,0,0
ALAS1,RRS1,227.7463,152.25585,0,0
CDC45,SMARCC1,272.81955,152.24739,1,0
STX1A,NCOA3,333.39081,152.23273,0,0
IL4R,TTF1,263.69901,152.23091,0,0
BIRC5,WDR61,368.68389,152.20657,0,0
DSE,USP1,278.65998,152.19567,0,0
PSIP1,DUSP14,243.67783,152.18449,0,0
ICMT,CDK2,248.03213,152.17383,0,0
CENPE,ZNF131,267.99654,152.1452,0,0
LOXL1,TIPARP,324.19012,152.0976,0,0
PRKACA,TSTA3,314.08907,152.09538,0,0
PDHX,HACD1,284.03947,152.07942,0,0
PSMD5,SNRPF,287.94853,152.06382,0,0
STXBP1,INTS3,264.42343,152.02853,0,0
RAB1B,ENTPD6,278.13494,152.02326,0,0
CRTAP,MLLT11,274.50203,152.0202,0,0
PANK2,TBC1D31,246.93668,152.00588,0,0
MFSD10,LRPAP1,305.41371,152.00535,0,0
ZNF131,TUBB6,267.85624,152.0049,0,0
APPBP2,KIF2C,314.89594,151.98728,0,0
TIMELESS,VGLL4,362.16366,151.96716,0,0
AKAP8L,PIK3C2B,315.13615,151.95137,0,0
CDC45,COG4,251.05429,151.94251,0,0
UFM1,SLC5A6,311.83302,151.92573,0,0
